roc_auc,pr_auc,f1,brier,ece,n_samples,pos_rate,reliability_slope,reliability_intercept,fold,variant,subset,n
0.5288230545127985,0.5014609153254047,0.5199516324062878,0.24935657439151257,0.029694020813504866,3259,0.4700828492641449,1.1465397696610522,-0.10282363404357697,0,M3_late_fusion,all_days,3259
0.49884120813397126,0.45474268962379694,0.48484848484848486,0.24997845995854942,0.05007333411039022,465,0.449462354183197,-0.510918160155382,0.7046842204047901,0,M3_late_fusion,filing_days,465
0.5303849852065414,0.5037641277398459,0.507228158390949,0.24937986893893607,0.028834145002982772,3259,0.4700828492641449,1.8933470070188634,-0.47454015296929386,0,M4b_cat_late_fusion,all_days,3259
0.5091021232057417,0.46911806409538404,0.47575057736720555,0.24954833413341004,0.047349388400065376,465,0.449462354183197,0.8348696747407437,0.03468929877475213,0,M4b_cat_late_fusion,filing_days,465
0.49940420762614235,0.511216738933223,0.05643919958953309,0.2517270110656639,0.04152811135282206,3652,0.5082146525382996,1.7316610632199663,-0.29992829625765594,1,gb_M1_numeric,all_days,3652
0.4639598696621506,0.47594499467799456,0.055776892430278883,0.2515978831268927,0.027383976145157085,483,0.49275362491607666,0.9284429628750773,0.060684448549002956,1,gb_M1_numeric,filing_days,483
0.5251312783196375,0.5221748570918712,0.13125590179414542,0.25339367949242897,0.061316538365045,3652,0.5082146525382996,0.5711478075809359,0.14028150187396643,1,lr_M1_numeric,all_days,3652
0.5349168238724061,0.5369505492165003,0.16727272727272727,0.25096547132625807,0.05391684790593026,483,0.49275362491607666,1.0114796143594018,0.07508351591489332,1,lr_M1_numeric,filing_days,483
0.5001789477094694,0.5130814562253332,0.0,0.25138558024825486,0.038121618822223535,3652,0.5082146525382996,,,1,gb_M2_num_tok,all_days,3652
0.5265134625278685,0.5221205747477383,0.0,0.25045934789148844,0.022656756759463215,483,0.49275362491607666,,,1,gb_M2_num_tok,filing_days,483
0.5132649302088934,0.5104675885163998,0.012698412698412698,0.2544220762642186,0.06900464182493235,3652,0.5082146525382996,-0.7457456927528372,0.7804063350489148,1,lr_M2_num_tok,all_days,3652
0.532481564054193,0.5292439564721779,0.032520325203252036,0.2522753059927462,0.05582565279624656,483,0.49275362491607666,0.8971689385983215,0.0963581117424433,1,lr_M2_num_tok,filing_days,483
0.4927808924045772,0.5067841568398266,0.05501782985226694,0.2519674252178365,0.04061569846646663,3652,0.5082146525382996,-0.9087194383248387,0.9651520712183101,1,gb_M3_text_only,all_days,3652
0.49277996913050937,0.5135762993897948,0.12546125461254612,0.25275309814833913,0.03266391695772402,483,0.49275362491607666,-1.7628098445869187,1.3790173236967251,1,gb_M3_text_only,filing_days,483
0.49610874980800246,0.5094853426736108,0.011720831113478956,0.2513910907365733,0.038927616282025984,3652,0.5082146525382996,0.38288686196364213,0.328627804469797,1,lr_M3_text_only,all_days,3652
0.5013719773623735,0.5063527086583186,0.040160642570281124,0.25076763283378506,0.03207180660784648,483,0.49275362491607666,-0.9410430231755269,0.9340418177084353,1,lr_M3_text_only,filing_days,483
0.48951678418516237,0.5056247146506828,0.0,0.25138574143708625,0.03811618445405257,3652,0.5082146525382996,,,1,gb_M4a_cat_early,all_days,3652
0.4891785285542788,0.4882102888805735,0.0,0.2504614297744875,0.022649898717692962,483,0.49275362491607666,,,1,gb_M4a_cat_early,filing_days,483
0.5167142860571385,0.5132633460089914,0.0010758472296933835,0.2516086857239958,0.04219373582168302,3652,0.5082146525382996,,,1,lr_M4a_cat_early,all_days,3652
0.5283141828159835,0.5189690477953368,0.008298755186721992,0.25075169532666325,0.03163606619870984,483,0.49275362491607666,,,1,lr_M4a_cat_early,filing_days,483
0.499640304604101,0.5080931969753965,0.004289544235924933,0.25183717126031663,0.0384525762572431,3652,0.5082146525382996,-0.4098135562930811,0.7135971946822189,1,gb_M4_cat_text_only,all_days,3652
0.4933973589435774,0.4899121513164575,0.032388663967611336,0.25479185251304753,0.036753132745387516,483,0.49275362491607666,-0.45185950900150307,0.7245899218071362,1,gb_M4_cat_text_only,filing_days,483
0.5008189895169343,0.5079663888568068,0.002150537634408602,0.2513859954769464,0.038242196325178814,3652,0.5082146525382996,,,1,lr_M4_cat_text_only,all_days,3652
0.507408677756817,0.49216465338529003,0.01652892561983471,0.25034214857939485,0.02208777998179055,483,0.49275362491607666,,,1,lr_M4_cat_text_only,filing_days,483
0.4927808924045772,0.5067841568398266,0.05501782985226694,0.2519674252178365,0.04061569846646663,3652,0.5082146525382996,-0.9087194383248387,0.9651520712183101,1,M3_late_fusion,all_days,3652
0.49277996913050937,0.5135762993897948,0.12546125461254612,0.25275309814833913,0.03266391695772402,483,0.49275362491607666,-1.7628098445869187,1.3790173236967251,1,M3_late_fusion,filing_days,483
0.499640304604101,0.5080931969753965,0.004289544235924933,0.25183717126031663,0.0384525762572431,3652,0.5082146525382996,-0.4098135562930811,0.7135971946822189,1,M4b_cat_late_fusion,all_days,3652
0.4933973589435774,0.4899121513164575,0.032388663967611336,0.25479185251304753,0.036753132745387516,483,0.49275362491607666,-0.45185950900150307,0.7245899218071362,1,M4b_cat_late_fusion,filing_days,483
